attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,class
1.0,0.6440601503759398,0.6607142857142857,0.5,0.07692307692307693,0.5,0.5263157894736842,1.0,1.0,0.2537313432835821,1.0,0.5,0.0,0.0,1
0.0,0.8258646616541353,0.5357142857142857,0.5,0.6923076923076923,1.0,0.0,1.0,1.0,0.208955223880597,0.0,0.5,0.0,0.03376,1
1.0,0.310827067669173,0.15178571428571427,0.5,0.15384615384615385,0.5,0.11403508771929824,1.0,1.0,0.029850746268656716,0.0,0.5,0.137,0.006100000000000001,1
1.0,0.6741353383458646,0.09678571428571428,0.5,0.5384615384615385,0.375,0.08473684210526315,0.0,0.0,0.0,1.0,0.5,0.16,0.0,0
1.0,0.367218045112782,0.36160714285714285,0.5,1.0000000000000002,0.375,0.08771929824561403,1.0,1.0,0.08955223880597014,0.0,0.5,0.26,0.00196,1
0.0,0.06270676691729324,0.019285714285714285,0.5,0.5384615384615385,0.375,0.06140350877192982,0.0,1.0,0.014925373134328358,1.0,0.5,0.04,5.000000000000001e-05,0
1.0,0.6905263157894737,0.055,0.5,0.7692307692307694,0.375,0.0043859649122807015,1.0,0.0,0.0,1.0,0.5,0.13,0.0,1
0.0,0.5876691729323308,0.5357142857142857,0.5,0.5384615384615385,0.375,0.19298245614035087,1.0,1.0,0.208955223880597,0.0,0.5,0.0,0.022000000000000002,1
1.0,0.20796992481203005,0.11607142857142856,0.0,0.7692307692307694,0.875,0.17842105263157892,0.0,1.0,0.029850746268656716,1.0,0.5,0.1845,1e-05,0
1.0,0.38601503759398503,0.06107142857142857,0.0,0.4615384615384616,0.375,0.005789473684210527,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0
1.0,0.3357894736842105,0.0907142857142857,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.010000000000000002,0
0.0,0.4072180451127819,0.125,0.5,0.15384615384615385,0.5,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0
1.0,0.6628571428571428,0.2514285714285714,0.5,0.4615384615384616,0.375,0.49122807017543857,1.0,1.0,0.08955223880597014,1.0,0.5,0.18,0.013320000000000002,1
1.0,0.24932330827067664,0.017857142857142856,0.5,0.07692307692307693,0.875,0.0029824561403508773,0.0,0.0,0.0,1.0,0.0,0.126,0.0,0
0.0,0.14661654135338345,0.3214285714285714,0.5,0.7692307692307694,0.375,0.2982456140350877,1.0,1.0,0.07462686567164178,1.0,0.5,0.06,0.0,1
1.0,0.2679699248120301,0.375,0.5,1.0000000000000002,0.375,0.22807017543859648,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1
0.0,0.16796992481203007,0.04464285714285714,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.04,0.0,0
1.0,0.0651127819548872,0.24107142857142855,0.0,0.4615384615384616,0.375,0.0014035087719298245,0.0,0.0,0.0,0.0,0.5,0.07,0.0,0
0.0,0.3169924812030075,0.04464285714285714,0.0,0.15384615384615385,0.875,0.017543859649122806,0.0,0.0,0.0,1.0,0.5,0.08,0.0,0
1.0,0.5326315789473685,0.08178571428571428,0.5,0.0,0.0,0.010175438596491226,0.0,0.0,0.0,0.0,0.5,0.1,3.0000000000000004e-05,0
0.0,0.08150375939849627,0.19339285714285714,0.5,0.15384615384615385,0.875,0.010175438596491226,0.0,0.0,0.0,0.0,0.5,0.04,0.0048400000000000006,0
1.0,0.5049624060150376,0.23214285714285712,0.5,0.5384615384615385,0.375,0.03508771929824561,0.0,0.0,0.0,1.0,0.5,0.0,0.0022800000000000003,0
1.0,0.14541353383458647,0.03571428571428571,0.5,0.5384615384615385,0.375,0.017543859649122806,0.0,0.0,0.0,1.0,0.0,0.14,0.0,0
1.0,0.12285714285714286,0.019285714285714285,0.0,1.0000000000000002,0.375,0.0014035087719298245,1.0,1.0,0.014925373134328358,1.0,0.5,0.42,0.00059,1
0.0,0.11909774436090229,0.4107142857142857,0.0,0.3076923076923077,0.25,0.0,1.0,1.0,0.16417910447761194,1.0,0.5,0.0,0.0,1
1.0,0.08902255639097748,0.013392857142857142,0.5,0.7692307692307694,0.375,0.07017543859649122,1.0,1.0,0.029850746268656716,1.0,0.5,0.04,0.0,1
1.0,0.29819548872180446,0.09821428571428571,0.5,0.4615384615384616,0.375,0.14912280701754385,1.0,1.0,0.08955223880597014,0.0,0.5,0.10200000000000001,0.0,1
1.0,0.442406015037594,0.17857142857142855,0.5,0.15384615384615385,0.5,0.07894736842105263,0.0,0.0,0.0,1.0,0.5,0.07050000000000001,0.0,0
1.0,0.2281203007518797,0.013392857142857142,0.5,0.5384615384615385,0.375,0.010175438596491226,0.0,0.0,0.0,0.0,0.5,0.11,0.0014,0
0.0,0.29323308270676696,0.10714285714285714,0.0,0.38461538461538464,0.375,0.07017543859649122,0.0,0.0,0.0,0.0,0.5,0.09,0.0,0
1.0,0.2857142857142857,0.08339285714285714,0.5,0.07692307692307693,0.875,0.20175438596491227,0.0,0.0,0.0,1.0,0.5,0.146,0.0,0
1.0,0.13909774436090225,0.026785714285714284,0.5,0.4615384615384616,0.375,0.017543859649122806,0.0,0.0,0.0,1.0,0.0,0.16,0.0,0
1.0,0.3458646616541353,0.004464285714285714,0.0,0.5384615384615385,0.375,0.05263157894736842,0.0,0.0,0.0,1.0,0.5,0.116,0.0011300000000000001,1
1.0,0.1729323308270677,0.03571428571428571,0.5,0.38461538461538464,0.375,0.017543859649122806,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0
0.0,0.22180451127819548,0.10857142857142857,0.0,1.0000000000000002,0.875,0.08912280701754385,1.0,1.0,0.014925373134328358,0.0,0.5,0.035,0.0,1
0.0,0.22300751879699246,0.05946428571428571,0.5,0.7692307692307694,0.375,0.08473684210526315,1.0,0.0,0.0,1.0,0.5,0.22,0.0,0
0.0,0.573984962406015,0.23214285714285712,0.5,0.15384615384615385,0.5,0.10824561403508771,0.0,0.0,0.0,1.0,0.5,0.0365,0.0,0
1.0,0.1341353383458647,0.375,0.5,0.7692307692307694,0.875,0.04684210526315789,1.0,0.0,0.0,0.0,0.5,0.05,0.0,1
1.0,0.10406015037593988,0.04464285714285714,0.0,0.5384615384615385,0.875,0.04824561403508772,1.0,1.0,0.04477611940298507,1.0,0.5,0.07,0.0021000000000000003,0
1.0,0.2606015037593985,0.11017857142857142,0.5,0.5384615384615385,0.375,0.08771929824561403,0.0,1.0,0.029850746268656716,1.0,0.5,0.08,0.00041,0
1.0,0.6353383458646616,0.4464285714285714,0.5,0.23076923076923078,0.875,0.2807017543859649,1.0,0.0,0.0,1.0,0.5,0.012,0.020280000000000003,1
1.0,0.21172932330827063,0.055,0.5,0.6153846153846154,0.375,0.13157894736842105,1.0,1.0,0.07462686567164178,1.0,0.5,0.05,3.0000000000000004e-05,1
0.0,0.07263157894736841,0.3571428571428571,0.5,0.07692307692307693,0.375,0.014561403508771928,0.0,0.0,0.0,0.0,0.5,0.04,0.00042,0
1.0,0.43729323308270673,0.16517857142857142,0.5,0.7692307692307694,0.375,0.1607017543859649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.18045112781954883,0.017857142857142856,0.5,0.5384615384615385,0.375,0.051228070175438595,1.0,1.0,0.07462686567164178,1.0,0.5,0.156,0.0,1
1.0,0.19669172932330822,0.019285714285714285,0.5,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0
1.0,0.43729323308270673,0.04464285714285714,0.5,0.4615384615384616,0.375,0.48684210526315785,0.0,1.0,0.014925373134328358,1.0,0.5,0.176,0.0011200000000000001,0
1.0,0.5664661654135339,0.0014285714285714286,0.5,1.0000000000000002,0.875,0.0014035087719298245,1.0,0.0,0.0,0.0,0.5,0.0,0.030000000000000002,1
0.0,0.031278195488721794,0.27232142857142855,0.5,0.7692307692307694,0.375,0.0043859649122807015,0.0,1.0,0.014925373134328358,1.0,0.5,0.0,0.0016,0
1.0,0.1666165413533834,0.09821428571428571,0.5,0.5384615384615385,0.375,0.07894736842105263,1.0,1.0,0.08955223880597014,0.0,0.5,0.092,0.006000000000000001,1
1.0,0.38466165413533837,0.20982142857142855,0.5,0.9230769230769231,0.875,0.3508771929824561,1.0,1.0,0.208955223880597,1.0,0.5,0.1995,0.0,1
1.0,0.0,0.14285714285714285,0.0,0.6153846153846154,0.375,0.06140350877192982,1.0,1.0,0.029850746268656716,1.0,0.5,0.06,0.010000000000000002,1
1.0,0.6416541353383459,1.0,0.0,0.5384615384615385,0.375,1.0,1.0,1.0,0.5970149253731343,0.0,0.5,0.0,0.00015000000000000001,1
0.0,0.061353383458646576,0.39285714285714285,0.5,1.0000000000000002,0.875,0.03508771929824561,1.0,1.0,0.16417910447761194,0.0,0.5,0.0,0.030000000000000002,1
1.0,0.21428571428571427,0.10714285714285714,0.5,0.6153846153846154,0.375,0.02631578947368421,0.0,0.0,0.0,1.0,0.5,0.15,0.00067,0
1.0,0.2180451127819549,0.18,0.0,0.5384615384615385,0.5,0.05263157894736842,1.0,1.0,0.11940298507462686,1.0,0.5,0.07200000000000001,7.000000000000001e-05,1
1.0,0.29819548872180446,0.008928571428571428,0.5,0.15384615384615385,0.5,0.14035087719298245,0.0,0.0,0.0,1.0,0.0,0.21,0.0,0
0.0,0.14781954887218043,0.02089285714285714,0.0,0.0,0.0,0.0043859649122807015,0.0,0.0,0.0,0.0,0.5,0.06,0.00087,0
1.0,0.2030075187969925,0.05946428571428571,0.5,0.9230769230769231,0.875,0.17842105263157892,1.0,1.0,0.13432835820895522,0.0,0.5,0.1995,0.008270000000000001,1
1.0,0.29819548872180446,0.011964285714285714,0.0,0.9230769230769231,0.375,0.0029824561403508773,0.0,0.0,0.0,0.0,0.5,0.09,0.0,0
1.0,0.4398496240601504,0.010357142857142856,0.0,0.9230769230769231,0.875,0.06140350877192982,1.0,1.0,0.11940298507462686,0.0,0.5,0.05,0.0037500000000000003,1
1.0,0.0500751879699248,0.008928571428571428,0.5,0.7692307692307694,0.375,0.011754385964912281,0.0,1.0,0.05970149253731343,0.0,0.5,0.08,8e-05,0
0.0,0.6703759398496241,0.3571428571428571,0.5,0.7692307692307694,0.375,0.14035087719298245,1.0,1.0,0.208955223880597,0.0,0.5,0.0,0.016020000000000003,1
1.0,0.517593984962406,0.27232142857142855,0.5,0.6153846153846154,0.875,0.5438596491228069,1.0,1.0,0.1791044776119403,0.0,0.5,0.0,0.0079,1
1.0,0.10030075187969925,0.0,0.5,0.5384615384615385,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.092,0.0,0
0.0,0.09518796992481202,0.004464285714285714,0.5,0.7692307692307694,0.375,0.03508771929824561,0.0,1.0,0.014925373134328358,0.0,0.5,0.12,0.007680000000000001,1
0.0,0.08902255639097748,0.0075,0.5,0.7692307692307694,0.875,0.010175438596491226,1.0,1.0,0.16417910447761194,0.0,0.5,0.04,0.00099,1
1.0,0.5688721804511278,0.5357142857142857,0.5,0.5384615384615385,0.375,0.2982456140350877,1.0,1.0,0.13432835820895522,0.0,0.5,0.0,0.0,1
1.0,0.3057142857142857,0.08928571428571427,0.5,0.5384615384615385,0.375,0.03508771929824561,0.0,0.0,0.0,0.0,0.5,0.23,0.00016,0
1.0,0.1566917293233083,0.03125,0.5,0.7692307692307694,0.375,0.16228070175438597,1.0,1.0,0.029850746268656716,1.0,0.5,0.26,0.02,1
1.0,0.14285714285714288,0.05357142857142857,0.5,0.7692307692307694,0.375,0.08333333333333333,1.0,1.0,0.04477611940298507,1.0,0.5,0.0,0.0058200000000000005,1
0.0,0.10526315789473681,0.36607142857142855,0.5,0.7692307692307694,0.375,0.024912280701754382,1.0,1.0,0.029850746268656716,1.0,0.5,0.0245,0.0,1
0.0,0.2030075187969925,0.010357142857142856,0.5,0.4615384615384616,0.875,0.0043859649122807015,0.0,1.0,0.014925373134328358,1.0,0.5,0.136,0.00108,0
1.0,0.11157894736842108,0.03125,0.0,0.5384615384615385,0.875,0.008771929824561403,0.0,0.0,0.0,0.0,0.5,0.14,0.00204,0
0.0,0.16541353383458643,0.48803571428571424,0.5,0.7692307692307694,0.875,0.05263157894736842,0.0,0.0,0.0,0.0,0.5,0.14,1e-05,0
0.0,0.1717293233082707,0.10267857142857142,0.5,1.0000000000000002,0.875,0.03070175438596491,1.0,0.0,0.0,0.0,0.5,0.18,0.0,1
0.0,0.10526315789473681,0.36910714285714286,0.5,0.9230769230769231,0.875,0.011754385964912281,1.0,1.0,0.014925373134328358,1.0,0.5,0.04,0.0005,1
1.0,0.4586466165413534,0.017857142857142856,0.5,0.4615384615384616,0.375,0.3771929824561403,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0
0.0,0.5425563909774436,0.48517857142857146,0.5,0.23076923076923078,0.875,0.2982456140350877,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1
0.0,0.4950375939849624,0.016428571428571428,0.5,0.9230769230769231,0.875,0.014561403508771928,1.0,1.0,0.16417910447761194,1.0,0.5,0.22,6.000000000000001e-05,1
1.0,0.13533834586466162,0.39285714285714285,0.5,0.7692307692307694,0.375,0.08771929824561403,1.0,1.0,0.1044776119402985,1.0,0.5,0.05,0.008090000000000002,1
1.0,0.10030075187969925,0.06553571428571428,0.5,0.5384615384615385,0.375,0.07894736842105263,1.0,1.0,0.014925373134328358,0.0,0.5,0.05,0.0015,1
1.0,0.08150375939849627,0.14285714285714285,0.0,0.15384615384615385,0.375,0.03508771929824561,0.0,0.0,0.0,1.0,0.5,0.18,0.010000000000000002,0
1.0,0.10030075187969925,0.25,0.5,0.5384615384615385,0.375,0.05701754385964912,1.0,1.0,0.04477611940298507,0.0,0.5,0.1,0.013910000000000002,1
1.0,0.11774436090225562,0.028214285714285713,0.0,0.9230769230769231,0.375,0.023333333333333334,0.0,0.0,0.0,0.0,0.5,0.08,0.0,0
