attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,class
1.0,0.0,0.9485300000000001,0.691175,0.9558800000000001,0.6875,0.871325,0.8382350000000001,0.72794,0.889705,0.59559,0.944855,0.48897,0.930145,0.39705999999999997,0.9117649999999999,0.3125,0.8382350000000001,0.25,0.73897,0.132355,0.691175,0.069855,0.54412,0.12867499999999998,0.4375,0.160375,0.379345,0.224265,0.28676500000000005,0.27941,0.24632500000000002,0.35662,0.21691,1
0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,2
0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2
1.0,0.0,0.792295,0.32237000000000005,1.0,0.67669,0.87688,0.49718,0.912595,0.596805,0.7509399999999999,0.36184000000000005,0.829885,0.531955,0.8486849999999999,0.57331,0.8618399999999999,0.286655,0.8806400000000001,0.522555,0.8345849999999999,0.602445,0.92387,0.295115,0.8242499999999999,0.476505,0.7841800000000001,0.447145,0.7641,0.43327,0.57801,0.43891,0.723835,0.448455,1
1.0,0.0,1.0,0.45238,0.0,0.0,0.0,0.0,1.0,0.65873,0.9067449999999999,0.88095,0.0,0.0,0.0,1.0,0.73682,1.0,1.0,1.0,0.844195,0.0,0.0,0.0,0.914685,0.68254,1.0,1.0,1.0,0.75397,0.0,0.3373,0.0,0.864155,2
0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,2
1.0,0.0,0.9442649999999999,0.508155,0.960035,0.506525,0.96221,0.506795,0.9458949999999999,0.448885,0.950515,0.45786,0.9652000000000001,0.494835,0.96547,0.45541,0.930125,0.474715,0.947255,0.47988,0.94209,0.43937,0.944535,0.440455,0.9149,0.42930999999999997,0.9322649999999999,0.44096,0.9276800000000001,0.434745,0.91762,0.43774,0.93393,0.438825,1
1.0,0.0,0.843645,1.0,0.959865,0.11956500000000003,0.908865,0.52174,0.880435,0.55351,0.933945,0.86873,0.8503350000000001,0.591135,0.8795999999999999,0.56856,0.96739,0.37458,0.85368,0.593645,0.824415,0.62291,0.801005,0.8871249999999999,1.0,0.23076999999999998,0.94631,0.61108,0.85535,0.7692300000000001,1.0,0.46738999999999997,0.78261,0.619565,2
0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,2
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.125,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,2
1.0,0.0,1.0,0.558825,1.0,0.617645,1.0,0.7058800000000001,1.0,0.52941,1.0,0.617645,1.0,0.558825,1.0,0.735295,1.0,0.47059,1.0,0.441175,1.0,0.67647,1.0,0.7058800000000001,1.0,0.441175,1.0,0.601125,1.0,0.52941,1.0,0.67647,1.0,0.617645,1
1.0,0.0,1.0,0.494595,1.0,0.486485,1.0,0.46757,0.9756750000000001,0.49189,0.994595,0.483785,0.994595,0.543245,1.0,0.46757,0.9756750000000001,0.545945,0.98919,0.497295,1.0,0.53243,1.0,0.52162,0.98919,0.545945,0.99278,0.506255,1.0,0.483785,1.0,0.513515,1.0,0.464865,1
0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2
1.0,0.0,0.53202,0.423645,0.477835,0.529555,0.54187,0.487685,0.49261,0.593595,0.53202,0.5,0.561575,0.45074,0.529555,0.5,0.50985,0.48522,0.43596,0.39655,0.534485,0.50739,0.534485,0.51478,0.53941,0.58128,0.640395,0.47537,0.470445,0.4532,0.522165,0.527095,0.536945,0.445815,2
1.0,0.0,0.69697,0.37879,0.813275,0.50635,0.727275,0.545455,0.81818,0.545455,0.60606,0.39394,0.78788,0.57576,0.69697,0.5,0.78078,0.522805,0.757575,0.51515,0.89394,0.59091,0.6515150000000001,0.42424,0.74263,0.529645,0.73181,0.53071,0.6666650000000001,0.48485,0.70928,0.53205,0.69697,0.62121,1
